Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Pool,Price,Location
4707 Connecticut Ave NW #508,1 Bed,1 Bath,930 sqft,1930,Open Parking,Pool,"$449,500",Washington
1351 C St NE,5 Beds,5 Baths,"2,760 sqft",2021,2 Parking Spaces,Pool,"$1,825,000",Washington
4340 Martin Luther King Jr Ave SW,3 Beds,2 Baths,"1,392 sqft",1951,No Info,No,"$420,000",Washington
2510 Virginia Ave NW #705-N,4 Beds,4 Baths,"2,850 sqft",1968,2 Car Garage,Pool,"$1,650,000",Washington
2142 Cathedral Ave NW,4 Beds,6 Baths,"4,692 sqft",1962,1 Car Garage,Pool,"$2,150,000",Washington
3303 Water St NW #8H,3 Beds,3 Baths,"2,900 sqft",2004,2 Car Garage,Pool,"$6,500,000",Washington
3218 Woodley Rd NW,5 Beds,7 Baths,"4,245 sqft",1925,4 Open Spaces,Pool,"$2,495,000",Washington
1413 P St NW #302,2 Beds,3 Baths,"1,930 sqft",2006,2 Car Garage,Pool,"$1,799,900",Washington
1225 11th St NW #9,2 Beds,2 Baths,,2021,No Info,Pool,"$675,000",Washington
1211 28th St NW,4 Beds,6 Baths,"3,830 sqft",1986,2 Car Garage,Pool,"$2,750,000",Washington
923 N Carolina Ave SE,4 Beds,3 Baths,"3,002 sqft",1908,Open Parking,Pool,"$1,729,900",Washington
5406 Connecticut Ave NW #706,1 Bed,1 Bath,791 sqft,1963,Open Parking,Pool,"$325,000",Washington
1661 Crescent Pl NW #202,2 Beds,1 Bath,"1,512 sqft",1927,1 Car Garage,Pool,"$595,000",Washington
3700 30th Pl NE,4 Beds,4 Baths,"4,015 sqft",1926,2 Car Garage,No,"$1,249,900",Washington
4595 Macarthur Blvd NW #1,1 Bed,1 Bath,600 sqft,1954,Open Parking,Pool,"$289,900",Washington
1838 Providence St NE #3,2 Beds,3 Baths,"1,258 sqft",2020,Open Parking,Pool,"$624,900",Washington
1825 T St NW #103,Studio,1 Bath,425 sqft,1951,Open Parking,Pool,"$244,900",Washington
1349 Talbert Ter SE,2 Beds,1 Bath,"1,392 sqft",1943,Open Parking,Pool,"$414,900",Washington
1300 13th St NW #701,3 Beds,2 Baths,"1,482 sqft",2002,1 Car Garage,Pool,"$1,049,999",Washington
1125 12th St NW #64,1 Bed,1 Bath,473 sqft,1910,No Info,,"$309,000",Washington
3800 Rodman St NW #8-302,1 Bed,2 Baths,735 sqft,1985,Open Parking,Pool,"$374,900",Washington
1225 11th St NW #8,2 Beds,2 Baths,,2021,No Info,Pool,"$725,000",Washington
1701 16th St NW #421,1 Bed,1 Bath,667 sqft,1920,None,Pool,"$374,500",Washington
1526 17th St NW #212,Studio,1 Bath,450 sqft,1916,Open Parking,Pool,"$239,900",Washington
3701 Connecticut Ave NW #808,1 Bed,1 Bath,770 sqft,1951,Open Parking,Pool,"$309,950",Washington
2210 16th St SE,2 Beds,3 Baths,"1,224 sqft",1905,1 Open Spaces,No,"$469,999",Washington
2709 N St NW #101,3 Beds,3 Baths,"1,978 sqft",1909,Open Parking,Pool,"$1,995,000",Washington
624 1/2 8th St NE #201,3 Beds,4 Baths,"2,496 sqft",2014,2 Open Spaces,Pool,"$1,300,000",Washington
950 25th St NW #N116,1 Bed,1 Bath,560 sqft,1966,No Info,Pool,"$265,000",Washington
4210 Dix St NE,4 Beds,4 Baths,"3,596 sqft",1923,2 Open Spaces,No,"$589,900",Washington
1311 Spring Rd NW #1,4 Beds,3 Baths,"1,750 sqft",1919,Open Parking,Pool,"$859,000",Washington
610 Irving St NW #104,2 Beds,1 Bath,640 sqft,1906,Open Parking,Pool,"$379,000",Washington
1915 16th St NW #303,1 Bed,1 Bath,650 sqft,1923,None,Pool,"$339,000",Washington
1415 Girard St NW #406,1 Bed,1 Bath,455 sqft,1929,Open Parking,Pool,"$260,000",Washington
1111 M St NW #7,2 Beds,2 Baths,"1,691 sqft",1863,1 Open Spaces,Pool,"$999,000",Washington
700 New Hampshire Ave NW #817,2 Beds,2 Baths,"1,430 sqft",1971,1 Car Garage,Pool,"$699,999",Washington
1322 15th St NW #23,1 Bed,1 Bath,560 sqft,1960,None,Pool,"$410,000",Washington
520 N St SW #S-125,3 Beds,2 Baths,"1,437 sqft",1967,No Info,Pool,"$700,000",Washington
633 8th St NE,5 Beds,4 Baths,"2,332 sqft",1900,Open Parking,Pool,"$977,777",Washington
1300 4th St SE #1010,2 Beds,1 Bath,769 sqft,2018,1 Car Garage,Pool,"$699,999",Washington
613 Girard St NE,3 Beds,3 Baths,"1,350 sqft",1925,Open Parking,No,"$739,900",Washington
1500 Pennsylvania Ave SE #306,2 Beds,1 Bath,752 sqft,2016,1 Car Garage,Pool,"$485,000",Washington
5107 Sheriff Rd NE,2 Beds,2 Baths,"1,234 sqft",1944,Open Parking,No,"$449,999",Washington
Home #2 Plan in East Park by McWilliams Ballard,1 Bed,2 Baths,591 sqft,2021,No Info,,"$399,900+",Washington
1825 T St NW #705,Studio,1 Bath,428 sqft,1951,None,Pool,"$248,000",Washington
2834 27th St NW,4 Beds,5 Baths,"2,990 sqft",1910,2 Parking Spaces,Pool,"$1,850,000",Washington
816 Taylor St NW #1,3 Beds,3 Baths,"1,700 sqft",2021,No Info,Pool,"$775,000",Washington
3961 Clay Pl NE,3 Beds,2 Baths,"1,594 sqft",1947,Open Parking,No,"$499,990",Washington
3566 Alton Pl NW,7 Beds,7 Baths,"8,182 sqft",2021,2 Car Garage,No,"$3,290,000",Washington
2715 N St NW,7 Beds,8 Baths,"5,373 sqft",1907,Open Parking,No,"$5,295,000",Washington
2301 N St NW #216,2 Beds,2 Baths,"1,123 sqft",1991,2 Car Garage,Pool,"$900,000",Washington
2201 L St NW #114,2 Beds,1 Bath,987 sqft,1967,Open Parking,Pool,"$499,900",Washington
819 D St NE #31,2 Beds,2 Baths,"1,175 sqft",2016,None,Pool,"$1,125,000",Washington
Home 317 Plan in 1625 Eckington by McWilliams Ballard,1 Bed,1 Bath,609 sqft,2021,Garage,,"$399,900+",Washington
937 Randolph St NW #1,1 Bed,1 Bath,675 sqft,1936,1 Parking Spaces,Pool,"$384,900",Washington
770 Girard St NW #2E,2 Beds,2 Baths,"1,687 sqft",2016,No Info,Pool,"$1,115,000",Washington
2829 Woodland Dr NW,6 Beds,7 Baths,"7,787 sqft ",1929,2 Car Garage,No,"$5,995,000",Washington
2656 Bowen Rd SE #103,2 Beds,1 Bath,930 sqft,2002,1 Parking Spaces,Pool,"$169,000",Washington
1345 K St SE #T-01,2 Beds,2 Baths,"1,058 sqft",2017,Open Parking,Pool,"$615,000",Washington
2600 Pennsylvania Ave NW #601,2 Beds,2 Baths,"1,066 sqft",2001,Garage,Pool,"$960,000",Washington
5401 5th St NW,3 Beds,4 Baths,"1,596 sqft",1925,Open Parking,Pool,"$820,000",Washington
1121 Montello Ave NE,6 Beds,5 Baths,"2,044 sqft",1905,1 Parking Spaces,Pool,"$1,100,000",Washington
2100 11th St NW #408,2 Beds,2 Baths,"1,226 sqft",2007,1 Car Garage,Pool,"$899,900",Washington
515 7th St SE,8 Beds,5 Baths,"4,096 sqft",1851,Garage,No,"$2,199,000",Washington
1725 17th St NW,Studio,1 Bath,450 sqft,1917,Open Parking,Pool,"$274,000",Washington
1827 1st St NW #1,2 Beds,2 Baths,811 sqft,1907,Open Parking,Pool,"$530,000",Washington
4000 Cathedral Ave NW #135B,1 Bed,1 Bath,"1,000 sqft",1931,No Info,Pool,"$325,000",Washington
5510 9th St NW,4 Beds,4 Baths,"1,444 sqft",1922,2 Open Spaces,Pool,"$899,000",Washington
1352 Longfellow St NW #101,2 Beds,2 Baths,975 sqft,1917,Open Parking,Pool,"$409,900",Washington
1112 Savannah St SE #24,1 Bed,1 Bath,623 sqft,1949,No Info,Pool,"$214,999",Washington
1830 Jefferson Pl NW #20,2 Beds,2 Baths,"1,140 sqft",2006,Garage,Pool,"$850,000",Washington
1401 R St NW #407,1 Bed,1 Bath,706 sqft,1920,Open Parking,Pool,"$600,000",Washington
1512 Marion St NW #302,1 Bed,1 Bath,400 sqft,1950,Open Parking,Pool,"$299,000",Washington
555 Massachusetts Ave NW #618,2 Beds,2 Baths,"1,049 sqft",2005,1 Car Garage,Pool,"$695,000",Washington
715 6th St NW #603,2 Beds,2 Baths,"1,075 sqft",2005,1 Parking Spaces,Pool,"$650,000",Washington
525 Park Rd NW #202,2 Beds,2 Baths,974 sqft,2018,Open Parking,Pool,"$649,000",Washington
5341 Gay St NE,4 Beds,2 Baths,"1,353 sqft",1969,Open Parking,No,"$300,000",Washington
1306 O St NW #Townhouse 1,2 Beds,2 Baths,"1,200 sqft",1900,Open Parking,Pool,"$774,500",Washington
1210 R St NW #B2,Studio,1 Bath,525 sqft,2006,Open Parking,Pool,"$289,900",Washington
3275 15th Pl SE #301,3 Beds,1 Bath,"1,026 sqft",1991,Open Parking,Pool,"$220,000",Washington
1311 Delaware Ave SW #S640,1 Bed,1 Bath,700 sqft,1962,No Info,Pool,"$225,000",Washington
54 53rd St SE,4 Beds,3 Baths,"1,589 sqft",1939,4 Open Spaces,No,"$544,900",Washington
730 24th St NW #419,1 Bed,1 Bath,740 sqft,1961,1 Car Garage,Pool,"$375,000",Washington
230 E Capitol St NE,3 Beds,4 Baths,"1,587 sqft",1900,Open Parking,Pool,"$1,399,000",Washington
659 Girard St NE,4 Beds,4 Baths,"2,384 sqft",1927,1 Car Garage,Pool,"$899,000",Washington
3725 12th St NE #201,1 Bed,1 Bath,362 sqft,1936,Open Parking,Pool,"$205,000",Washington
1629 Lyman Pl NE,3 Beds,3 Baths,"1,152 sqft",1937,Open Parking,Pool,"$669,950",Washington
2500 Q St NW #337,Studio,1 Bath,544 sqft,1942,Open Parking,Pool,"$250,000",Washington
1600 Montello Ave NE,4 Beds,2 Baths,"2,262 sqft",1900,None,No,"$635,000",Washington
2140 Wisconsin Ave NW #1,1 Bed,2 Baths,592 sqft,2014,Open Parking,Pool,"$439,000",Washington
27 Sherman Cir NW,4 Beds,4 Baths,"2,342 sqft",1923,2 Open Spaces,Pool,"$1,150,000",Washington
329 Rhode Island Ave NE #405,2 Beds,3 Baths,"1,215 sqft",1927,Open Parking,Pool,"$539,900",Washington
12 3rd St SE #3,3 Beds,2 Baths,"1,283 sqft",1912,Open Parking,Pool,"$1,089,900",Washington
4600 Connecticut Ave NW #108,2 Beds,2 Baths,"1,049 sqft",1948,Open Parking,Pool,"$400,000",Washington
4007 Connecticut Ave NW #101,1 Bed,1 Bath,878 sqft,1930,Open Parking,Pool,"$399,999",Washington
2021 Rosedale St NE,3 Beds,2 Baths,"1,120 sqft",1941,1 Parking Spaces,Pool,"$599,900",Washington
2205 California St NW #401,2 Beds,2 Baths,"1,464 sqft",1905,Open Parking,Pool,"$957,500",Washington
1615 6th St NW #2,2 Beds,3 Baths,,2021,Open Parking,Pool,"$899,999",Washington
1112 5th St NW #7,3 Beds,3 Baths,"1,291 sqft",2020,No Info,No,"$1,114,900",Washington
3101 New Mexico Ave NW #1102,2 Beds,3 Baths,"2,044 sqft",1979,Garage,Pool,"$820,000",Washington
3933 14th St NW #2,1 Bed,2 Baths,591 sqft,2021,No Info,No,"$399,900",Washington
4000 Tunlaw Rd NW #221,2 Beds,2 Baths,"1,027 sqft",1960,1 Parking Spaces,Pool,"$449,000",Washington
2122 N St NW #2,3 Beds,4 Baths,"2,130 sqft",2019,1 Parking Spaces,Pool,"$1,699,900",Washington
4600 Connecticut Ave NW #508,2 Beds,2 Baths,"1,095 sqft",1948,Garage,Pool,"$525,000",Washington
1443 S St NW #1,2 Beds,3 Baths,"1,800 sqft",1900,Open Parking,Pool,"$1,149,000",Washington
709 7th St NE,4 Beds,4 Baths,"1,959 sqft",1910,Open Parking,Pool,"$1,230,000",Washington
2021 11th St NW,3 Beds,,"2,355 sqft",1905,No Info,Pool,"$1,395,000",Washington
301 H St NE #201,2 Beds,2 Baths,792 sqft,2015,Open Parking,Pool,"$629,900",Washington
1011 M St NW #201,1 Bed,1 Bath,795 sqft,2016,Open Parking,Pool,"$570,000",Washington
809 Taylor St NE,4 Beds,2 Baths,"1,187 sqft",1939,Open Parking,No,"$565,000",Washington
1706 W Virginia Ave NE #1,2 Beds,1 Bath,699 sqft,1931,Open Parking,Pool,"$349,500",Washington
4101 Cathedral Ave NW #1117,2 Beds,2 Baths,"1,500 sqft",1962,1 Car Garage,Pool,"$589,000",Washington
3114 Wisconsin Ave NW #204,1 Bed,1 Bath,850 sqft,1964,Open Parking,Pool,"$250,000",Washington
1312 13th St NW #1,1 Bed,1 Bath,603 sqft,2021,Open Parking,Pool,"$629,000",Washington
3900 Tunlaw Rd NW #604,2 Beds,1 Bath,"1,100 sqft",1959,1 Parking Spaces,Pool,"$350,000",Washington
2039 New Hampshire Ave NW #709,Studio,1 Bath,500 sqft,1909,Open Parking,Pool,"$240,000",Washington
2660 Connecticut Ave NW #D,3 Beds,4 Baths,"4,527 sqft",1928,3 Car Garage,Pool,"$6,995,000",Washington
1311 Delaware Ave SW #S449,2 Beds,2 Baths,850 sqft,1962,No Info,Pool,"$254,900",Washington
5052 Queens Stroll Pl SE,4 Beds,4 Baths,"1,700 sqft",1957,2 Open Spaces,No,"$554,900",Washington
3883 Connecticut Ave NW #616,1 Bed,1 Bath,713 sqft,2002,1 Car Garage,Pool,"$449,000",Washington
5101 Connecticut Ave NW #5,2 Beds,2 Baths,"1,017 sqft",2021,Open Parking,Pool,"$825,000",Washington
2501 Calvert St NW #312,2 Beds,2 Baths,989 sqft,1968,Open Parking,Pool,"$560,000",Washington
1430 Oglethorpe St NW,5 Beds,3 Baths,"2,800 sqft",1952,Open Parking,No,"$1,045,000",Washington
2910 18th St NW,5 Beds,4 Baths,,Year Built,,Pool,"$999,000",Washington
3934 10th St NE #3,2 Beds,2 Baths,815 sqft,1937,Open Parking,Pool,"$500,000",Washington
3900 Cathedral Ave NW #110A,1 Bed,1 Bath,850 sqft,1931,No Info,Pool,"$328,000",Washington
1015 33rd St NW #811,2 Beds,3 Baths,"2,038 sqft",1985,1 Car Garage,Pool,"$1,349,900",Washington
2310 Ashmead Pl NW #303,1 Bed,1 Bath,520 sqft,1921,Open Parking,Pool,"$370,000",Washington
1735 New Hampshire Ave NW #603,2 Beds,2 Baths,"1,210 sqft",1908,No Info,Pool,"$849,000",Washington
2311 Connecticut Ave NW #501,2 Beds,2 Baths,"1,473 sqft",1911,Open Parking,Pool,"$979,000",Washington
526 48th Pl NE,2 Beds,3 Baths,"1,262 sqft",1947,Open Parking,No,"$420,000",Washington
6820 32nd St NW,4 Beds,3 Baths,"3,900 sqft",1955,1 Car Garage,No,"$1,850,000",Washington
4000 Cathedral Ave NW #18-19B,2 Beds,2 Baths,"1,650 sqft",1931,Open Parking,Pool,"$593,000",Washington
1550 11th St NW #401,3 Beds,2 Baths,"1,847 sqft",2019,1 Car Garage,Pool,"$1,449,900",Washington
3222 Scott Pl NW,2 Beds,4 Baths,"3,320 sqft",1956,1 Car Garage,No,"$3,250,000",Washington
950 25th St NW #223N,Studio,1 Bath,,1966,Open Parking,Pool,"$175,000",Washington
2550 17th St NW #405,Studio,1 Bath,403 sqft,2015,None,Pool,"$232,000",Washington
57 N St NW #412,2 Beds,2 Baths,,2018,No Info,Pool,"$714,900",Washington
1778 Willard St NW #1,4 Beds,3 Baths,"1,165 sqft",1900,Open Parking,Pool,"$925,000",Washington
2566 University Pl NW #302,2 Beds,2 Baths,"1,205 sqft",2021,1 Parking Spaces,Pool,"$949,000",Washington
1311 Delaware Ave SW #S237,2 Beds,2 Baths,850 sqft,1962,None,Pool,"$299,000",Washington
221 11th St SE,4 Beds,4 Baths,"3,172 sqft",1923,Open Parking,Pool,"$2,150,000",Washington
804 21st St NE #2,2 Beds,2 Baths,855 sqft,1939,No Info,Pool,"$405,000",Washington
777 7th St NW #724,2 Beds,2 Baths,"1,017 sqft",2005,No Info,Pool,"$559,000",Washington
1200 23rd St NW #604,2 Beds,3 Baths,"1,450 sqft",1981,Open Parking,Pool,"$474,900",Washington
604 13th St NE,2 Beds,,999 sqft,1911,Open Parking,Pool,"$790,000",Washington
2020 12th St NW #116,2 Beds,2 Baths,"1,075 sqft",2005,1 Car Garage,Pool,"$724,900",Washington
40 N St NE #404,1 Bed,1 Bath,759 sqft,2021,No Info,Pool,"$499,900",Washington
2709 N Street NW #103,3 Beds,3 Baths,"2,147 sqft",1909,Open Parking,Pool,"$2,395,000",Washington
839 Kennedy St NW #301,2 Beds,2 Baths,930 sqft,2020,Open Parking,Pool,"$599,000",Washington
2500 Q St NW #231,1 Bed,1 Bath,"1,014 sqft",1942,Open Parking,Pool,"$389,850",Washington
4740 Connecticut Ave NW #411,2 Beds,2 Baths,"1,128 sqft",1956,Open Parking,Pool,"$425,000",Washington
1935 12th St NW #1,2 Beds,2 Baths,"1,925 sqft",1900,1 Parking Spaces,Pool,"$1,099,000",Washington
1301 Delaware Ave SW #N215,Studio,1 Bath,650 sqft,1962,No Info,Pool,"$139,999",Washington
1260 21st St NW #711,2 Beds,1 Bath,907 sqft,1966,Open Parking,Pool,"$390,000",Washington
4230 6th St SE,10 Beds,,"3,236 sqft",1953,No Info,Pool,"$775,000",Washington
3001 Veazey Ter NW #908,2 Beds,2 Baths,"1,385 sqft",1967,206 Car Garage,Pool,"$515,000",Washington
4803 8th St NW,4 Beds,4 Baths,"1,845 sqft",1925,1 Open Spaces,Pool,"$889,000",Washington
1 Scott Cir NW #2,1 Bed,1 Bath,589 sqft,1891,Open Parking,Pool,"$269,500",Washington
1701 16th St NW #346,1 Bed,1 Bath,667 sqft,1920,No Info,Pool,"$420,000",Washington
1521 Kingman Pl NW #2,1 Bed,1 Bath,500 sqft,1915,Open Parking,Pool,"$375,000",Washington
90 Hawthorne Ct NE #90,1 Bed,1 Bath,"1,082 sqft",1985,Garage,Pool,"$375,000",Washington
4111 Kansas Ave NW #203,1 Bed,1 Bath,,2021,Open Parking,Pool,"$379,900",Washington
1341 Clifton St NW #301,1 Bed,1 Bath,567 sqft,1966,No Info,Pool,"$380,000",Washington
1440 T St NW,3 Beds,4 Baths,"2,083 sqft",1890,1 Open Spaces,Pool,"$1,400,000",Washington
1121 Queen St NE #2,2 Beds,1 Bath,678 sqft,1907,Open Parking,Pool,"$350,000",Washington
1111 24th St NW #73,3 Beds,4 Baths,"2,857 sqft",2017,None,Pool,"$3,995,000",Washington
3823 Rodman St NW #D22,2 Beds,1 Bath,833 sqft,1942,Open Parking,Pool,"$474,500",Washington
554 Foxhall Pl SE,2 Beds,2 Baths,"1,360 sqft",1950,Open Parking,No,"$439,900",Washington
3010 R St NW #3,2 Beds,2 Baths,"1,952 sqft",1890,Open Parking,Pool,"$1,198,000",Washington
538 5th St SE,4 Beds,4 Baths,"2,378 sqft",1921,Garage,Pool,"$1,675,000",Washington
1363 Massachusetts Ave SE,4 Beds,4 Baths,"3,615 sqft",1908,Open Parking,Pool,"$1,425,000",Washington
3883 Connecticut Ave NW #P-30,Studio,,,2002,1 Car Garage,Pool,"$22,500",Washington
1311 13th St NW #T08,Studio,1 Bath,442 sqft,2016,Open Parking,Pool,"$324,900",Washington
910 M St NW #620,2 Beds,2 Baths,"1,050 sqft",2006,1 Car Garage,Pool,"$687,500",Washington
916 G St NW #1001,2 Beds,2 Baths,"1,477 sqft",2002,Garage,Pool,"$1,450,000",Washington
Hom 101 Plan in Maddox by McWilliams Ballard,1 Bed,1 Bath,343 sqft,2021,No Info,,"$299,900+",Washington
1312 13th St NW #2,1 Bed,1 Bath,558 sqft,2021,Open Parking,Pool,"$615,000",Washington
2110 38th St SE #202,1 Bed,1 Bath,589 sqft,1940,No Info,Pool,"$120,000",Washington
820 Kennedy St NW #4,3 Beds,3 Baths,"1,400 sqft",2019,Open Parking,Pool,"$689,000",Washington
701 Pennsylvania Ave NW #1202,1 Bed,1 Bath,514 sqft,1991,No Info,Pool,"$425,000",Washington
1820 24th Pl SE,4 Beds,4 Baths,"2,980 sqft",2021,No Info,Pool,"$609,000",Washington
2633 15th St NW #6A,1 Bed,1 Bath,"1,170 sqft",1917,1 Parking Spaces,Pool,"$479,000",Washington
839 19th St NE #1,2 Beds,2 Baths,795 sqft,1942,Open Parking,Pool,"$409,000",Washington
440 12th St NE #302,1 Bed,1 Bath,900 sqft,1900,Open Parking,Pool,"$415,000",Washington
1737 Willard St NW #1,1 Bed,1 Bath,817 sqft,1890,Open Parking,Pool,"$399,900",Washington
1425 4th St SW #A510,1 Bed,1 Bath,984 sqft,1965,Open Parking,Pool,"$399,900",Washington
2141 I St NW #106,Studio,1 Bath,400 sqft,1974,Open Parking,Pool,"$210,000",Washington
5112 Macarthur Blvd NW #101,1 Bed,2 Baths,971 sqft,1955,Open Parking,Pool,"$348,000",Washington
6223 12th St NW,5 Beds,4 Baths,"2,724 sqft",1927,Open Parking,No,"$899,900",Washington
1801 Clydesdale Pl NW #619,Studio,1 Bath,450 sqft,1950,Open Parking,Pool,"$159,900",Washington
2515 K St NW #508,Studio,1 Bath,465 sqft,1939,Open Parking,Pool,"$275,000",Washington
4506 Nannie Helen Burroughs Ave NE,4 Beds,2 Baths,"2,112 sqft",1982,3 Open Spaces,No,"$515,000",Washington
2841 Gainesville St SE #303,2 Beds,1 Bath,784 sqft,1852,Open Parking,Pool,"$166,000",Washington
1665 Wisconsin Ave NW,1 Bed,1 Bath,798 sqft,1900,Open Parking,Pool,"$938,000",Washington
1438 Meridian Pl NW #102,2 Beds,1 Bath,589 sqft,1910,Open Parking,Pool,"$349,000",Washington
631 D St NW #236,1 Bed,1 Bath,690 sqft,2004,No Info,Pool,"$455,000",Washington
738 Longfellow St NW #306,1 Bed,1 Bath,479 sqft,1900,No Info,Pool,"$199,500",Washington
301 Massachusetts Ave NW #402,2 Beds,2 Baths,761 sqft,2006,1 Car Garage,Pool,"$539,900",Washington
1745 N St NW #213,2 Beds,2 Baths,"1,781 sqft",2017,Garage,No,"$1,349,900",Washington